sbti_id;company_name
40003800;Lux Research, Inc.
40014186;Luxshare Precision Industry Co.,Ltd
40001522;LVMH
40008015;Lyft, Inc.
40001058;LYMI, Inc. DBA Reformation
40016050;LyondellBasell Industries N.V.
40012831;Lyons & Annoot Limited
40015744;Lyreco Group
40013337;M Group Services Ltd
40006930;M&C Saatchi PLC.
40002903;M1 Limited
40011485;Ma'aden Aluminum
40011731;MAAL Associates, LLC
40015203;MacArthur Green
40000093;MaCher (USA) Inc.
40011941;Machi Mirai Seisakusyo Co., Ltd.
40015556;lululemon
40010697;Macintyre Hudson LLP
40001683;Macmillan Holdings, LLC.
40006163;Macrotech Developers Limited
40005877;Macy's, Inc.
40013011;Mäder Group
40005550;Maeda Corporation
40014039;A.P. Moller - Maersk A/S
40007757;Magazijn De Bijenkorf BV
40000128;Magna International Inc.
40015729;Magnit Global
40006060;Magnolia Bostad AB
40011616;Magyar Telekom Plc.
40011949;Mahindra & Mahindra Financial Services Limited
40005000;Mahindra & Mahindra Limited
40013313;Mahindra Accelo
40015833;Mahindra Automotive Australia Pty Ltd
40011741;Mahindra Automotive North America
40010081;Mahindra Electric Mobility Limited
40008503;Mahindra EPC Irrigation Limited
40000215;Mahindra First Choice Services Ltd.
40005501;Mahindra Heavy Engines Ltd
40015589;Mahindra Holidays and Resorts India Limited
40010640;Mahindra Lifespace Developers Limited
40014320;Mahindra Logistics Ltd.
40013851;Sanyo Special Steel Manufacturing India Private Limited
40006485;Mahindra USA, Inc.
40010001;Mahindra World City (Jaipur) Ltd.
40000960;Mahindra World City Developers Ltd
40004527;MAHLE GmbH
40012122;Mahmood Textile Mills Ltd. (MG Apparel)
40001815;Maintel Holdings Plc
40009215;Maisons du Monde
40008805;Majid Al Futtaim Entertainment
40009655;Majid Al Futtaim Lifestyle
40011574;Majid Al Futtaim Properties
40012979;Majid Al Futtaim Retail
40015125;MAKE UP FOR EVER
40013937;MAKROCHEM S.A.
40013106;Malaysian Resources Corporation Berhad
40010745;MALHERBE
40013450;Malmö Lastbilcentral AB
40012138;Mambu
40005117;Mammut Sports Group
40005098;MAN Truck & Bus SE
40015662;Mandai Wildlife Group
40001041;MANE
40015696;Mango Punto Fa, SL
40001189;Manitou Group
40003084;Mann & Schröder GmbH
40014928;Mannheimer Swartling
40001075;Manni Group SpA
40014389;Mannion Daniels Limited
40009479;ManoMano (Colibri SAS)
40006327;ManpowerGroup Inc.
40015613;Mantis World Ltd
40007611;Mantu
40013653;Manuchar ITS NV
40011900;Manulife Financial Corporation
40000928;Manutan International
40012195;Maple Leaf Foods Inc.
40009558;Marel
40013947;Marfrig Global Foods S.A.
40001928;Marimekko Corporation
40012942;Maritime Transport Ltd
40010119;Marks & Spencer
40009330;Marmon Foodservice Technologies, Inc.
40012608;Marriott International, Inc.
40002787;Mars Incorporated
40015402;Safaricom Limited
40000243;Marsh McLennan
40004484;Marshalls plc
40003308;Martin & Servera-gruppen
40005457;MARTO Co.,Ltd.
40008437;MARUI GROUP CO.,LTD.
40006976;MARUICHI SELLING INC.
40009907;MARUKI SANGYO Co.,LTD.
40013389;MARUTOU CO., LTD.
40006557;Maruwa Co., Ltd.
40002249;Maruyou Kensetu Co., Ltd.
40006650;Marvell Technology Inc.
40004229;MAS Capital (Pvt) Ltd.
40003406;MASISA
40006238;Masood Roomi
40001426;Mass General Brigham
40014096;Mastercard
40003248;Masterpiece Valuation Advisory Limited
40000953;Masudaki Co.,Ltd.
40013413;Match Group
40015735;Material Bank
40000751;Materialise NV
40005910;Oy Matkahuolto Ab
40003113;MATSEN CHEMIE AG
40002513;MATSUDA SANGYO Co.,Ltd.
40009778;Matsuoka Special Steel Co., Ltd.
40003094;Mattos Filho, Veiga Filho, Marrey Jr and Quiroga Advogados
40014304;Max Fordham LLP
40005472;MAXIMA GRUPE, UAB
40003529;May You Corporation
40014501;Mayer-Kuvert-network GmbH
40006672;Mayr-Melnhof Karton AG
40004970;Forvis Mazars
40007210;mBank S.A
40002876;MBH Corporation Plc
40005857;MC Retail, SGPS S.A.
40006927;McAleer & Rushe Contracts UK Ltd
40001838;MCC Label
40010687;McCain Foods Limited
40010743;McCann Worldgroup
40000956;McCormick & Company, Incorporated
40006743;McDonald's Corporation
40013193;McGinley Support Services (Infrastructure) Limited
40005372;MCH Group AG
40003977;McKesson Corporation
40002012;McKinsey & Company, Inc.
40002094;McLaren Racing Limited
40013669;MCM
40011704;MDT technologies GmbH
40005579;Meadow Foods Limited
40010580;MEANINGS CAPITAL PARTNERS
40005733;Meat For You S.A.
40011742;MEC Mountain Equipment Company
40004272;MECC Maastricht
40012164;Media6
40014726;Mediabrands Limited
40008685;Mediahuis
40001842;Grupo Audiovisual Mediaset España Comunicación, S.A.U. (GA Mediaset España)
40000283;medmix
40013615;Medtronic PLC
40014938;Mega Financial Holding Company
40015898;Meggitt PLC
40001536;MEIDENSHA CORPORATION
40007994;Meiji Holdings Co., Ltd.
40009648;Meikou Co.,Ltd.
40005592;Meinhardt Group International Limited
40015243;Meira Oy
40014079;MEKO AB
40008560;Melia Hotels International SA
40003037;Melita Limited
40007107;Menzies Distribution Ltd.
40003222;Mercado Libre
40001389;Mercadona
40014108;Mercari, Inc.
40003770;Mercedes-Benz AG
40003593;Mercedes-Benz Grand Prix Ltd
40001021;Stillfront Group AB (publ)
40011249;Mercer International
40012557;MERCIALYS
40005417;Merck & Co., Inc., Rahway, NJ USA, which is known as MSD outside the U.S. and Canada
40000607;Merck KGaA
40000959;Mercury Engineering
40006007;Meridian Energy
40014584;MERINO INDUSTRIES LTD.
40012437;Merkur Andelskasse
40002014;MERLIN Properties SOCIMI, SA
40015975;Metalfrio Solutions S.A.
40010996;Metalsa S.A.P.I. de C.V.
40015075;MetLife, Inc.
40000967;Metlifecare
40001167;Metrics Credit Partners
40007503;Metro AG
40007419;Metrolina Greenhouses Inc
40012744;Metsä Board Corporation
40015377;Mettler-Toledo International Inc.
40000843;Metz A/S
40012516;Meyers A/S
40007119;MFP SRL
40012348;MGM Resorts International
40006510;MIC Co., Ltd
40002262;MICHEL TRANSPORTEURS ASSOCIES (MTA)
40006897;Michelin
40009508;Micro Matic A/S
40001424;Micro Technic A/S
40001660;MICROGREAT CASTING CO., LTD.
40001064;MICROplásticos S.A.
40005011;Microsoft Corporation
40011185;Midas Safety, Pakistan
40011534;Midfield Group
40007450;Midsona AB
40006975;Midwestern Group Ltd.
40011810;Mie EneWood, LTD.
40001937;Miele & Cie. KG
40005874;Migros Group
40007078;Migros Ticaret A.Ş.
40015646;MIKUNI KIKO CO., LTD
40006376;Milarex AS
40002812;Mile Hi Bakery Inc.
40012623;Mile Hi Foods Co.
40007438;Milestone Technologies, Inc
40001847;Mileway
40014521;MiljöMatematik Malmö AB
40015661;Millennium & Copthorne Hotels plc.
40000432;MillerKnoll
40009411;Millicom International Cellular S.A.
40003685;Milliken & Company
40011934;Mills & Reeve LLP
40012727;Mills AS
40011727;Minconsult Sdn. Bhd.
40014341;Minor International Public Company Limited
40007724;Mintel Group Limited
40011290;Minto Apartment REIT
40002551;Minto Properties Inc
40005474;Mips AB
40004039;Mirae Asset Securities
40011321;MIRAIT ONE Corporation
40013743;MIROW & CO. DO BRASIL CONSULTORIA LTDA
40005670;Mirvac Group
40008534;Mishcon de Reya LLP
40011538;Mistral Home
40012822;MITAKA KANKYO SERVICE CO.
40015935;Mitchells & Butlers plc
40008883;MITCON Consultancy & Engineering Services Limited
40008286;Mitie
40005056;Mitr Phol Group
40016043;Mitsubishi Electric Corporation
40008626;MITSUBISHI ESTATE CO., LTD.
40005044;Mitsubishi HC Capital UK PLC
40009228;MITSUBOSHI KEITO Co.,Ltd.
40000152;MITSUI FUDOSAN CO., LTD.
40003110;MIWATECH CO., LTD.
40003405;MIYAGI EISEI KANKYO KOSHA, INC.
40005419;Miyako Printing Ink Co., Ltd.
40006838;Miyakoda Construction Co., Ltd
40000643;MIYOSHI KASEI, INC.
40016015;MIZSEI MFG CO., LTD.
40001786;MIZUNO CORPORATION
40008167;MIZUTANI VALVE M.F.G.Co.,Ltd
40011071;MKS PAMP SA
40012390;MMTC-PAMP India Private Limited
40000238;Mobile Telecommunications Company (Zain)
40000914;Mobsta Ltd
40014591;Model Holding AG
40008085;Moderna, Inc.
40008008;Modino
40014496;Modulaire Group
40002018;Moët Hennessy
40012923;Molkerei Gropper
40002629;Mölnlycke Health Care AB
40001823;Molson Coors Brewing Company
40004042;MOMENI Group
40014419;momo.com Inc.
40006911;Mondelez International Inc
40010829;Mondi plc
40001909;Moneysupermarket.com Group PLC
40008053;Monstercat Inc.
40007927;Montagu Private Equity
40003614;Montea NV
40009531;Moody's Corporation
40008854;Moonpig Group plc
40009982;Moore Concrete Products Ltd
40014822;Moose Toys
40002820;Morgan Advanced Materials plc
40008087;Morgan Sindall Group plc
40006543;Mori Building Co., Ltd.
40005768;MORIMURA METAL Co.,Ltd.
40006068;H.R.L. Morrison & Co Group Limited Partnership (Morrison)
40005878;Motability Operations Group PLC
40002766;Mott MacDonald Group Limited
40006723;Movida Participações S.A
40010550;Moy Park Limited
40011564;Moya Holdings Asia Limited
40006109;AkademikerPension
40003509;Mowi ASA
40013612;MRV Engenharia e Participações S.A
40002024;MS Direct Group AG
40000515;MS&AD Insurance Group Holdings, Inc.
40003345;MSCI Inc.
40003938;MSM MALAYSIA HOLDINGS BERHAD
40001902;MSQ Partners Group Limited
40007074;Early Bird AB
40003767;MTN Group Limited
40007754;MTR Corporation Limited
40008434;MTR Nordic Group
40011317;Muhr und Bender KG
40002486;Mulberry Group plc
40000651;Multeral AB
40003475;Multiconsult ASA
40008646;Multimek Oy
40001318;Multiplex Construction Canada
40012537;Multiplex Construction Europe Limited
40000289;Multiplex Constructions, Middle East
40002526;MULTIVISTA GLOBAL PVT LTD - PRINT HOUSE
40009023;Muntons
40012881;Murakami Lumber Co., Ltd.
40009651;Murata Manufacturing Co., Ltd.
40008505;MURONAKA INDUSTRIES CO.LTD
40002278;Murray Birrell Limited
40014280;Musgrave Group
40005103;MVV Energie AG
40011525;Mycronic AB
40004376;MyMobility
40010821;MYOPLA
40002440;MYTILINEOS S.A.
40016002;N Brown Group Plc
40006835;N. V. Eneco
40001007;NA-KD
40000598;Naabtaler Milchwerke GmbH & Co. KG Privatmolkerei Bechtel
40002323;Nabtesco Corporation
40003921;Nahar Industrial Enterprises Limited
40002947;Nairn's Oatcakes Ltd.
40002934;Naito Construction Service Co.,Ltd.
40013159;NAKAI HOLDINGS INC.
40002284;NAKANIHON CASTING Co.,LTD.
40011965;Nakashimada Engineering Works, Ltd.
40003413;NAKAYAMASEIKO CO.,LTD
40003713;Nampak Limited
40014431;Nan Fung Development Holdings Limited
40002687;Nan Fung Development Limited
40011318;Nan Fung Property Management Holdings Limited
40000097;Nan Shan Life Insurance Company, Ltd.
40000744;Nan Ya Plastics Corporation
40005361;Nan Ya Printed Circuit Board Corporation
40005265;Nando's Australia Pty Ltd
40003497;Nando's Chickenland Limited
40002936;Seaway Plastics Engineering
40001930;Nanya Technology Corporation
40005542;Nasdaq, Inc.
40008390;Nathaniel Lichfield & Partners Ltd
40006281;National Grid Electricity System Operator (ESO)
40001207;National Grid Electricity Transmission (NGET)
40007554;National Grid (Group) PLC
40015209;National Highways
40004106;National Windscreens
40007933;Nativa Srl SB
40013832;Native Shoes
40007029;NATS Holdings Limited
40015670;Natural Power Consultants Ltd
40006321;Nature's Management
40006308;Nature's Way Co., Ltd
40007372;NatWest Group plc
40005776;NAVAHITA KARANA, PT
40010694;Navitas Semiconductor Ltd.
40001225;NBN Co Limited
40002096;Ndevr Environmental
40011841;Neapco Holdings LLC
40003688;NEC Corporation
40004270;Nechi Group
40006890;Nectar Sleep Ltd
40003502;Nederlandse Waterschapsbank N.V.
40007184;Needle Craft for Clothing Industry
40000169;Nemak, S.A.B. de C.V.
40005373;NEMERA
40011197;NEMO Equipment, Inc.
40006218;Viaplay Group AB
40009554;Neptuno Pumps
40009928;Nestlé
40005427;NetApp Inc.
40006136;Netel Holding AB (publ)
40010747;Netflix
40000799;Network Plus Services Limited
40010173;Network Rail plc
40002139;Neumarkter Lammsbräu Gebr. Ehrnsperger KG
40002860;New Balance Athletics, Inc.
40008131;Kinpo Group
40005783;New Look Retailers Limited
40008296;NEW WIDE (VIETNAM) ENTERPRISE CO., LTD.
40012171;New World Development Company Limited
40013917;New York State Metropolitan Transportation Authority
40005447;New Zealand Post
40004162;Newmont Corporation
40011209;NEXANS
40009014;Nexi SpA
40003383;Nexii Building Solutions Inc.
40003442;Nexity SA
40007599;Next plc
40000072;NEXTEAM
40000568;NG Bailey Group Ltd
40002341;NGK INSULATORS, LTD.
40005245;Niterra Co., Ltd.
40011123;NGW Energia SpA SB
40010189;New River REIT plc
40009321;Minor Hotels Europe & Americas, S.A.
40013111;nib holdings limited (nib Group)
40014381;Nice Group Holding Corp., Limited
40010680;Nichirin Co., Ltd.
40011110;NIDEC ARISA S.L.U.
40002873;Nidec Corporation
40012715;NIHON CHUOU JUHAN Co., Ltd.
40013434;Nihon Dengyo Kosaku Co., Ltd.
40008151;Nihon Yamamura Glass Co., Ltd.
40004519;NIKE, Inc.
40003056;Nikkoh Confectionery Co., Ltd.
40010985;Nikon Corporation
40008891;Ningbo Great Group Co.,Ltd.
40008972;Ningbo Orient Wires & Cables Co. Ltd
40008274;NIO Holdings Co., Ltd.
40011307;NIPPON ALUTEC CORPORATION
40004051;NIPPON ENGINE Co., Ltd.
40010396;Nippon PS Co., Ltd
40006532;Nippon Sheet Glass, Co., Ltd. (NSG Group).
40003839;Nippon Shokubai Europe NV
40004000;Nippon Weston Co.,Ltd
40015485;Nippon Yusen Kabushiki Kaisha
40000814;Nishat Mills Ltd. (Apparel Division)
40013731;Nishikawa Communications Co. Ltd.
40008733;Nishimatsu Construction Co., Ltd
40007816;Nissan Motor Co., Ltd.
40002260;Nissin Electric Co., Ltd.
40011730;Nito A/S
40002824;NITTON93 NORGE AS
40012728;NKT Cables Group A/S
40008342;NNIT
40005516;NOABRANDS
40009717;Nobia AB
40001209;Nobian Industrial Chemicals B.V.
40001592;Nobina AB
40009903;Noblis
40007565;NODA CONSTRUCTION LTD.
40008717;Noda Crane Co.,Ltd.
40001761;NØIE
40001722;Nokia Group
40009751;Nokian Tyres plc
40012061;Nolato AB
40005135;Nomad Foods Ltd.
40009324;Nominet UK
40009344;Nomura Real Estate Holdings, Inc.
40003477;Nomura Real Estate Private REIT, Inc.
40000877;Nomura Research Institute, Ltd.
40009791;Nonghyup Financial Group Inc.
40000887;Nordex SE
40006123;Nordic Milk OÜ
40011068;Nordic Semiconductor ASA
40006050;Nordiq Group A/S
40009916;Nordlo Group AB
40022911;Nordlo
40002594;Nordstrom, Inc.
40002099;Nordzucker AG
40015206;Norfolk Southern Corporation
40010714;Norican Group
40015009;Norlund A/S
40016035;Norlys
40000159;Normec 1 B.V.
40009284;Norrmejerier Ekonomisk förening
40001819;Norron Asset Management
40007675;Norsk Gjenvinning
40000112;Norstedts Förlagsgrupp AB
40005104;Norstella
40003273;Northern Ireland Electricity Networks
40003280;Northern Ireland Water
40014331;Northern Powergrid
40005759;Northern Trust
40001751;NW Commonwealth, LLC (dba Wyld & Wyld CBD)
40002651;Northwest Permanente, PC
40013516;Norton Rose Fulbright LLP
40000229;NOS, SPGS, S.A.
40010181;NOSOPLAS
40013602;Nova Sea AS
40001009;Novartis AG
40002816;NovaTech Automation
40010620;Novenco Building & Industry A/S
40014958;Novo Banco, SA
40009434;Novo Holdings A/S
40011759;Novo Nordisk A/S
40012183;Novozymes A/S (part of the Novonesis group)
40009155;NOZAWA CORPORATION
40013265;NR Instant Produce Co., Ltd
40008119;NREP
40012374;NRG Energy Inc
40006130;Nederlandse Spoorwegen (NS)
40013460;NSW Land Registry Services
40012905;Nth Degree, Inc.
40000339;NTT DATA Corporation
40010506;NTT Docomo Inc.
40002926;NTT Group
40008568;NTT Ltd.
40003409;NTT Urban Solutions, Inc.
40015352;NUMBER THREE, INC.
40008184;Nutreco
40002353;Nutrien Ltd.
40011805;Nutrition&Santé
40001374;NV Bekaert SA
40010788;NX Filtration
40004048;NXP Semiconductors
40003223;Nykredit
40003324;Nyskördade Morötter i Fjälkinge AB
40009941;O-I Glass
40016099;O. Kavli AB
40014961;O'Brien Fine Foods
40014689;O'right
40014538;o9 Solutions, Inc.
40007730;Oakland International Ltd.
40012040;Obayashi Corporation
40006114;OBAYASHI SEIKO CO.,LTD
40011972;Oberbank AG
40011324;Obrascón Huarte Laín, S.A
40004450;OC&C Strategy Consultants
40005565;OCEA Smart Building
40003117;Oceania Healthcare Ltd
40007901;OCHSNER Wärmepumpen GmbH
40012398;OCP Group
40006146;OCS UK&I Limited
40014504;Octopus Energy Group Limited
40013495;Odata Brasil S.A.
40001737;Oddbox Delivery Ltd
40012886;Odgers Berndtson
40012726;ODINSA S.A.
40000486;OECHSLER Group
40013309;Oesse srl
40002653;Office 2000 Solutions Private Limited
40002650;Ogier
40001241;Oh My Greens AB
40000153;OHKUMA.Co.,Ltd.
40000256;OIA Global
40004462;Oilon Group Oy
40009393;OKA Direct Ltd
40015156;Okabe Co.,Ltd
40001818;OKAMOTOKOKI Co.,LTD
40010199;Okamura Corporation
40008726;Okartek Oy
40006351;OKI Electric Industry Co., Ltd.
40000296;Okta, Inc
40001701;Okuji kensan Co.,Ltd
40002587;Okumura Corporation
40015393;Oleter Group AB
40009443;Ölgerðin Egill Skallagrímsson
40004264;Olive Apparel (Cambodia) Co., Ltd.
40007424;Olle Nyberg Chark AB
40003648;Ololo Farming Company
40015575;Olvi Plc
40000851;Omni Facilities Management
40012783;Omnicom Group
40011339;OMRON Corporation
40007835;On
40010684;OneCo AS
40005039;OneTrust
40003277;onewoom GmbH
40013524;ONO PHARMACEUTICAL CO., LTD.
40003133;onsemi
40001865;OONO CONSTRUCTION CO.,LTD
40001451;Opain S.A
40013277;Opal Cosmetics (Hong Kong) Limited
40000795;Open Air Group
40011830;Open Farm Inc.
40009708;OPEN Health Group
40011700;OpenX Technologies Inc. (and its operating affiliates)
40005172;Optima Facility, S.L.
40015129;OPTIMA packaging group GmbH
40004477;Optimised Energy
40006169;Optimised Group
40005211;Opus Trust Marketing Ltd
40015102;Orange
40010947;Orbia Advance Corporation S.A.B.
40001242;Ordina
40016062;Oriental Aromatics Ltd
40012338;Oriental Industries (Suzhou) LTD.
40010244;Orifarm Group A/S
40008359;Oriflame Cosmetics
40012214;Origin Energy
40015848;Origin Enterprises plc
40012028;Orion Corporation
40010338;Orkla ASA
40006179;Orluna LED Technologies Limited
40001370;Orms Designers and Architects Ltd
40010263;Ornua Co-operative Limited
40007314;Ørsted
40002054;ORTEC GROUP
40007751;Orthex
40005136;ORYZA OIL & FAT CHEMICAL CO., LTD.
40010346;OSAKA KOTETSU Co.,Ltd
40002259;Osawa Wax Co.,Ltd.
40001235;OSB Group PLC
40007487;Osborne Clarke International Services Limited
40020746;Osborne Clarke LLP
40008606;Osborne Infrastructure Limited
40015114;Oscar Mayer Ltd
40008930;Oshkosh Corporation
40000335;OSI Group LLC
40015297;OSS Nordic AB
40008418;Embla Medical hf
40011442;Oesterreichische Post AG (Austrian Post)
40011337;OSW Corporation
40009547;Oterra
40004530;OTSUKA CORPORATION
40007366;Otsuka Pharmaceutical Co., Ltd.
40002521;OTTO FUCHS
40006721;Otto Group
40003522;Ottobock SE & Co. KGaA
40002701;Outokumpu Oyj
40013872;Outright Games Ltd
40001286;Ovako
40003363;OVO Energy Ltd
40009191;OVS S.p.A
40004701;Owen Mumford Ltd
40011875;Owens Corning
40007571;Oxford PharmaGenesis Holdings Limited
40014353;Oxwash Ltd
40000650;OY Prevex Ab
40014989;OYAK Cement
40004309;Ozaki Co.,Ltd.
40016087;If P&C Insurance Holding Ltd. (publ)
40015137;PA Consulting
40000021;PACCAR Inc
40008293;PACIFIC CONSULTANTS CO.,LTD.
40015826;Pacific Rundum Co., Ltd.
40002850;Pactiv Evergreen Inc.
40000495;Pakistan Cables Limited
40011945;Pakistan Services Limited
40005089;Pal International
40014284;Palantir Technologies Inc.
40001295;Palcut A/S
40008971;PALFINGER AG
40010901;Palladium Group Holdings Pty Ltd
40002883;Palo Alto Networks
40013765;PAMA MECANICA E FUNDIÇÃO LTDA
40004994;Panasonic Holdings Corporation
40015815;Pandora A/S
40007271;Pandox AB
40007888;Panera Bread
40003393;PANEX
40002846;Medik8
40007779;Pangolin Associates Pty Ltd
40010804;Pantas Software Sdn. Bhd.
40007564;Panther Packaging GmbH & Co. KG
40005697;PANZANI
40009147;Parade
40003137;Paragon Films, Inc.
40000862;Paragon Transaction
40013210;Paramount Global
40011404;Parexel International Corporation
40008542;Parfums Christian Dior
40005041;Parker Hannifin Corporation
40013086;Parkeray Limited
40012926;Parmacotto spa
40004114;Parque Arauco S.A
40002031;Parques Reunidos Group
40011952;Parsons
40012364;Partners in Performance
40008351;Pas Normal Studios
40002866;Pascall+Watson
40004338;Patagonia Works
40000899;Patria Oyj
40010701;Pattern Group
40009668;PayPal
40010438;PCI Pharma Services
40014070;PDSVISION Group AB
40013874;Peak Design
40003059;Peak Performance Production AB
40003131;Pearson PLC
40001253;Peco Foods, Inc.
40008076;Pegasystems Inc
40010991;Pegatron Corporation
40009137;Peking Handicraft Inc.
40005478;Pelorus Consulting
40000199;PennEngineering
40005290;Penningtons Manches Cooper LLP
40010000;Pennon Group plc
40014000;PensionDanmark
40001192;Penta-Ocean Construction CO., LTD
40005817;Pentland Brands
40010750;PepsiCo, Inc.
40008752;Perfetti Van Melle Group B.V.
40007322;PerkinElmer U.S. LLC
40004278;PerkinElmer
40005110;Perkins & Will UK Ltd.
40009046;Pernod Ricard
40005527;Persimmon PLC
40009083;Perstorp Holding AB
40002415;PET STAR HOLDING
40000268;Petainer
40006470;Peter Herres Wein- und Sektkellerei GmbH
40013954;Pets at Home Group
40015053;Pfeifer & Langen GmbH & Co KG
40007481;Pfeiffer Vacuum Technology AG
40013466;Pfizer Inc.
40015754;PG&E Corporation
40008202;PGP Glass Private Limited
40015455;PH-CH SAS : PIPER-HEIDSIECK, CHARLES HEIDSIECK, RARE CHAMPAGNE
40004185;Komatsu Wall Industry Co., Ltd.
40013685;Pharma Mar
40000023;Pharmanovia
40004291;Pharmaron Beijing Co., Ltd.
40005068;PharmLog Pharma Logistik GmbH
40014497;Phihong Technology Co., Ltd.
40002667;Philip Morris International
40005649;Phoenix Group Holdings plc
40005410;Phoenix Zementwerke Krogbeumker GmbH & Co. KG
40014812;Physicians Realty Trust
40009784;Pi Group Ltd
40015022;Pick n Pay
40000572;Pictet Group
40006091;Pihl Holding A/S
40003746;Pilgrim’s Pride Ltd.
40009074;PILOT KNIT SPORT WEAR (CAMBODIA) CO., LTD
40000646;Pine Tree Company For Textile Manufacturing PSC
40001344;Pinsent Masons LLP
40009971;Pinterest, Inc.
40011981;Pip & Nut
40006087;Piraeus Financial Holdings S.A.
40014031;Pirelli & C. S.p.A
40008367;PJSC Uralkali
40013456;PlanA.Earth GmbH
40013382;Planson International Corporation
40010471;Plantasjen Group AS
40002938;Planwerkstatt GmbH
40013570;Plasser UK LLP
40012362;OPmobility
40005081;Plastigaur
40010195;Plastipak
40012025;Platcorp Holdings Limited
40007854;Platzer Fastigheter Holding AB (publ)
40001908;Playtech plc
40011683;Plenish Drinks
40006070;Plus Pack
40009420;Plus-Project Ltd
40005152;PNZ-Produkte GmbH
40002434;Pocoloco Company Limited
40012420;Point B
40004452;POLA ORBIS HOLDINGS INC
40000995;Polivouga - Indústria de Plásticos, S.A
40008454;Polpaico BSA
40014273;Revalyu Recycling (India) Ltd.
40015693;Polygon Group AB
40012073;Polymetal International plc
40010016;Pöppelmann Holding GmbH & Co. KG
40014880;Port International GmbH
40004733;Port of Aarhus
40011379;Port of Newcastle
40008421;Port of Rotterdam Authority
40006375;Port Aventura Entertainment, S.A.U.
40011316;Ports of Auckland Limited
40002347;POSCO E&C
40014400;Posten Bring AS
40004537;Posti Group Ltd.
40005914;PostNL
40009417;PostNord AB
40014252;e& PPF Telecom Group B.V.
40006545;Prada Group
40010880;PredictX Ltd
40015201;Premier Energy Services Ltd
40015217;Premier Is A/S
40004990;Premier Lotteries Ireland DAC
40008802;Preqin
40014170;Presto Holding AB
40009811;PricewaterhouseCoopers International Limited (PwC IL)
40003236;Primark Limited
40014326;Primax Electronics (CQ) Corp., LTD.
40007200;Primax Electronics (KS) Corp.,Ltd.
40009765;Prime Forest Products LLC
40012889;Primeo Holding AG
40003709;Primient
40012495;Primonial REIM
40002225;Princes Limited
40007316;Princess Polly
40000055;Principal Financial Group, Inc.
40015076;PRINCIPIUM SRL
40008529;Principle Cleaning Services
40000617;Privi Speciality Chemicals Limited
40003723;Pro-Pac Packaging Limited
40015825;Proalpha Group GmbH
40010578;Probi
40013926;PROCAFECOL S.A.
40016004;ProCredit Holding AG
40004926;Procter & Gamble Company
40010946;Producción, Industrialización, Comercialización y Asesoría de Hule Natural, S. A.
40002406;Product Cia de Importaciones Asiaticas, S.L..
40016102;Profile Security Services Ltd
40001047;Progress-Werk Oberkirch AG
40005659;Prologis Inc.
40004837;Promax Textile Co., Ltd.
40013835;PROSE Technologies (Suzhou) Co.Ltd
40006630;Vanquis Banking Group
40009294;Proxima
40013443;Proximus
40004259;Proyecta Spa
40002219;Prysmian
40010408;PSA Automobiles SA
40002888;PT Austindo Nusantara Jaya Tbk.
40005599;PT Ecogreen Oleochemicals
40014711;PT INDESSO AROMA
40013273;PT KAHATEX
40001957;PT Pan Brothers Tbk
40016108;PT PRIMA SEJATI SEJAHTERA
40004400;PT Samora Usaha Makmur
40011521;PT Semen Indonesia (Persero) Tbk.
40002153;PT. EVER SHINE TEX,TBK
40011191;PT. Indo Oil Perkasa Tbk
40005446;PT. Karya Indah Multiguna
40007203;PT. Lawangmas Primapack Indonesia
40009313;PT. Parkland World Indonesia
40002886;PT. Sugar Labinta
40012045;PT. United Can
40000334;PPC Group
40010459;Public Service Enterprise Group Inc. (PSEG)
40007830;Publicis Groupe
40005626;Puffin Produce
40014527;Puig Brands S.A.
40006657;Pukka Herbs
40011465;Pulsant Limited
40000209;PUMA SE
40008719;Rebl Group Oyj
40012282;PUNGKOOK SAI GON TWO COPORATION - PUNGKOOK SAIGON III FACTORY
40000627;Pura Aventura
40013782;Pure Storage, Inc.
40001198;Purmo Group Plc
40001742;Purolator Inc.
40010746;PVH Corp.
40009679;Pyxus International, INC
40010177;Q-lite
40007845;Qalaa Holdings
40000820;QBS Technology Group
40006193;QIAGEN N.V.
40005665;QinetiQ Group Plc
40007369;Qingdao Haier Special Freezer
40010057;Qingdao Hanhe Cable., Ltd.
40004104;Qingdao Reliance Machinery Co., Ltd
40013360;Qisda Group
40010779;Qontigo GmbH
40000350;QTS Group Limited
40014948;Quadrangle Architects Limited
40005716;Qualcomm Incorporated
40000737;Quálitas Controladora S.A.B. de C.V.
40002472;Quanta Computer Inc.
40009527;Quattro Plant Ltd
40008899;Quess Corp Limited
40015625;Quzhou Oriental Special Steel Co. Ltd.
40004784;R.E.A. Holdings plc
40004293;Raben Group N.V.
40001307;Radiaant Expovision Pvt. Ltd.
40007230;Radiate Holdco, LLC
40015503;Radio Flyer Inc.
40001684;Radisson Hotel Group
40013134;Radius Systems Limited
40006605;Radnik Exports Global Private Limited
40016070;RADWARE LTD
40012158;Railpool
40010693;Raj Overseas
40001239;Rakuten Group, Inc.
40009657;Ralf Bohle GmbH | SCHWALBE
40015354;Ralph Lauren Corporation
40015409;Ramatex Industrial (Suzhou) Ltd.
40007645;Ramboll Group A/S
40014717;Ramon Sabater
40009650;Ramsay Health Care Limited
40011581;Randstad N.V.
40006346;Rapha Racing Ltd
40004167;Rathbones Group Plc
40001280;RATP
